season,season_type,Week,week_num,Date,home_team,away_team,home_team_norm,away_team_norm,home_team_suffix,away_team_suffix,home_conf,home_div_initial,away_conf,away_div_initial,home_div,away_div,same_conf,same_div,home_conf_enc,away_conf_enc,home_div_enc,away_div_enc,is_international,home_field_advantage_pts,pre_elo_home_cont,pre_elo_away_cont,elo_diff_cont,expected_home_win_prob,home_win_proba
2025,regular,17.0,17.0,2025-12-28,San Francisco 49ers,Chicago Bears,San Francisco 49ers,Chicago Bears,NFC-W,NFC-N,NFC,W,NFC,N,West,North,1,0,1,1,3,1,0,50.47751689940722,1556.489765582601,1524.7782412512297,31.711524331371265,0.6161215153239552,0.6158375654268563
2025,regular,17.0,17.0,2025-12-29,Atlanta Falcons,Los Angeles Rams,Atlanta Falcons,Los Angeles Rams,NFC-S,NFC-W,NFC,S,NFC,W,South,West,1,0,1,1,2,3,0,-10.0,1374.579255068304,1639.1112137332705,-264.5319586649664,0.17074832783923843,0.23612384831964622
2025,regular,18.0,18.0,2026-01-04,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,NFC-W,NFC-W,NFC,W,NFC,W,West,West,1,1,1,1,3,3,0,50.47751689940722,1556.489765582601,1646.4437979537477,-89.9540323711467,0.4434319509425058,0.3556642060510974
2025,regular,18.0,18.0,2026-01-04,Cincinnati Bengals,Cleveland Browns,Cincinnati Bengals,Cleveland Browns,AFC-N,AFC-N,AFC,N,AFC,N,North,North,1,1,0,0,1,1,0,-9.688954818700624,1509.2332184088773,1307.7824788070905,201.45073960178684,0.7509844436620765,0.6601987863280183
2025,regular,18.0,18.0,2026-01-04,Tampa Bay Buccaneers,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,NFC-S,NFC-S,NFC,S,NFC,S,South,South,1,1,1,1,2,2,0,41.08893290365879,1544.6846081794597,1349.167695592134,195.5169125873258,0.7960866246536137,0.6478934987604237
2025,regular,18.0,18.0,2026-01-04,Denver Broncos,Los Angeles Chargers,Denver Broncos,Los Angeles Chargers,AFC-W,AFC-W,AFC,W,AFC,W,West,West,1,1,0,0,3,3,0,46.60424669791215,1650.4357043956577,1541.6729889375115,108.7627154581462,0.709789953595694,0.7390408935859611
2025,regular,18.0,18.0,2026-01-04,Philadelphia Eagles,Washington Commanders,Philadelphia Eagles,Washington Commanders,NFC-E,NFC-E,NFC,E,NFC,E,East,East,1,1,1,1,0,0,0,90.0,1697.5582565442494,1472.2911228496991,225.26713369455024,0.8599438286943236,0.8809792595625765
2025,regular,18.0,18.0,2026-01-04,Houston Texans,Indianapolis Colts,Houston Texans,Indianapolis Colts,AFC-S,AFC-S,AFC,S,AFC,S,South,South,1,1,0,0,2,2,0,-10.0,1618.369037837316,1494.317899610642,124.05113822667408,0.6584807242578832,0.6168548699582634
2025,regular,18.0,18.0,2026-01-04,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,AFC-N,AFC-N,AFC,N,AFC,N,North,North,1,1,0,0,1,1,0,90.0,1476.6719649349352,1596.4632722599083,-119.7913073249731,0.4572316281303589,0.4078612166132827
2025,regular,18.0,18.0,2026-01-04,Los Angeles Rams,Arizona Cardinals,Los Angeles Rams,Arizona Cardinals,NFC-W,NFC-W,NFC,W,NFC,W,West,West,1,1,1,1,3,3,0,90.0,1639.1112137332705,1402.0935704538078,237.01764327946262,0.8678939907874318,0.8490592358272662
2025,regular,18.0,18.0,2026-01-04,New York Giants,Dallas Cowboys,New York Giants,Dallas Cowboys,NFC-E,NFC-E,NFC,E,NFC,E,East,East,1,1,1,1,0,0,0,-10.0,1299.4510719151358,1472.683769685854,-173.23269777071823,0.2583097616664681,0.3444092947358458
2025,regular,18.0,18.0,2026-01-04,Chicago Bears,Detroit Lions,Chicago Bears,Detroit Lions,NFC-N,NFC-N,NFC,N,NFC,N,North,North,1,1,1,1,1,1,0,-10.0,1524.7782412512297,1704.5651731052085,-179.78693185397879,0.2511475411162331,0.31145657329689247
2025,regular,18.0,18.0,2026-01-04,Minnesota Vikings,Green Bay Packers,Minnesota Vikings,Green Bay Packers,NFC-N,NFC-N,NFC,N,NFC,N,North,North,1,1,1,1,1,1,0,76.45383967261307,1470.0095329233172,1675.740292608502,-205.7307596851847,0.32209125636434904,0.3160003136828284
2025,regular,18.0,18.0,2026-01-04,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,AFC-S,AFC-S,AFC,S,AFC,S,South,South,1,1,0,0,2,2,0,-10.0,1488.9324608433517,1190.6350080833158,298.29745276003587,0.8401807479292146,0.7686761804653236
2025,regular,18.0,18.0,2026-01-04,Buffalo Bills,New York Jets,Buffalo Bills,New York Jets,AFC-E,AFC-E,AFC,E,AFC,E,East,East,1,1,0,0,0,0,0,90.0,1688.7001223536554,1350.0861702324285,338.61395212122693,0.9218174145717024,0.8424871395356781
2025,regular,18.0,18.0,2026-01-04,Las Vegas Raiders,Kansas City Chiefs,Las Vegas Raiders,Kansas City Chiefs,AFC-W,AFC-W,AFC,W,AFC,W,West,West,1,1,0,0,3,3,0,-10.0,1277.255769955593,1696.5908913878477,-419.3351214322547,0.07788391831175699,0.2838674059358044
2025,regular,18.0,18.0,2026-01-04,New England Patriots,Miami Dolphins,New England Patriots,Miami Dolphins,AFC-E,AFC-E,AFC,E,AFC,E,East,East,1,1,0,0,0,0,0,-10.0,1532.6602776434836,1442.2960578906586,90.36421975282497,0.6136340198138334,0.6475017806970509
2025,regular,18.0,18.0,2026-01-04,Atlanta Falcons,New Orleans Saints,Atlanta Falcons,New Orleans Saints,NFC-S,NFC-S,NFC,S,NFC,S,South,South,1,1,1,1,2,2,0,-10.0,1374.579255068304,1308.249308971207,66.32994609709704,0.580362395393819,0.7215850729484481
